Group,Optimizer,Loop,JoinOrder,Reward,Duration
13c.sql,RL Optimizer,81,8-5-1-6-7-3-2-4-0-,-897.809,178.392
31b.sql,RL Optimizer,42,4-8-10-7-6-3-2-0-9-5-1-,-8669.71,1442.8
20c.sql,RL Optimizer,30,5-7-0-1-4-3-8-9-6-2-,-5688.46,956.329
7b.sql,RL Optimizer,61,6-1-7-4-3-5-2-0-,-2018.5,287.622
21c.sql,RL Optimizer,31,2-6-5-8-7-3-4-1-0-,-8307.47,1049.44
7c.sql,RL Optimizer,60,5-1-4-6-7-3-0-2-,-10350.4,1038.01
25b.sql,RL Optimizer,30,3-6-8-5-4-1-2-0-7-,-9457.11,1175.1
9d.sql,RL Optimizer,26,5-2-7-4-6-3-1-0-,-6779.1,1129.87
14a.sql,RL Optimizer,27,2-6-7-5-1-4-0-3-,-10812,1201.98
25a.sql,RL Optimizer,33,3-6-0-7-8-4-1-5-2-,-12914.7,1290.48
12c.sql,RL Optimizer,46,3-6-5-2-7-4-1-0-,-11244.6,801.331
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3648.93,734.616
20a.sql,RL Optimizer,46,3-4-9-6-7-5-0-2-1-8-,-4446.61,744.527
6e.sql,RL Optimizer,14,1-2-0-3-4-,-2714.48,339.656
3c.sql,RL Optimizer,9,0-2-1-3-,-7236.09,1201.62
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-19786.9,3292.33
11b.sql,RL Optimizer,32,3-6-4-0-5-2-1-7-,-700.91,88.381
21b.sql,RL Optimizer,32,2-6-7-8-3-5-4-0-1-,-3333.5,558.074
24a.sql,RL Optimizer,76,5-8-2-9-1-11-10-7-4-6-3-0-,-7569.11,1263.24
1a.sql,RL Optimizer,9,1-3-4-2-0-,-659.34,132.107
23a.sql,RL Optimizer,91,10-6-8-9-4-5-7-3-2-0-1-,-6308.11,577.895
22a.sql,RL Optimizer,48,4-9-10-8-3-5-7-6-0-1-2-,-5509.75,920.037
17c.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2415.73,479.611
30b.sql,RL Optimizer,48,6-9-11-8-7-5-4-3-10-0-2-1-,-8334.56,1382.97
3b.sql,RL Optimizer,8,0-2-3-1-,-2513.08,504.228
18b.sql,RL Optimizer,15,2-4-6-3-1-0-5-,-7567.08,1264.45
1c.sql,RL Optimizer,9,1-3-4-2-0-,-445.199,88.008
31c.sql,RL Optimizer,42,1-5-8-4-10-0-6-2-9-7-3-,-13380.5,2228.51
7a.sql,RL Optimizer,24,2-6-5-0-1-4-3-7-,-2118.53,353.6
4a.sql,RL Optimizer,9,1-3-4-2-0-,-655.159,131.882
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-15712.9,2610.54
18c.sql,RL Optimizer,33,5-0-3-4-2-1-6-,-20875.7,2093.61
20b.sql,RL Optimizer,33,3-4-7-9-5-8-6-0-2-1-,-2761.17,552.661
9a.sql,RL Optimizer,25,5-0-2-1-4-3-6-7-,-5088.95,849.145
22c.sql,RL Optimizer,46,4-9-10-7-2-5-8-3-6-0-1-,-8151.08,1361.01
22d.sql,RL Optimizer,70,4-9-10-7-5-2-6-0-8-3-1-,-8260.35,1381.51
2b.sql,RL Optimizer,13,1-3-4-2-0-,-1742.68,278.61
8d.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-4737.45,788.723
32b.sql,RL Optimizer,16,5-3-2-0-1-4-,-1578.37,262.564
9c.sql,RL Optimizer,34,5-0-2-1-4-3-7-6-,-7417.17,928.377
12b.sql,RL Optimizer,27,2-5-7-6-3-4-0-1-,-2646.84,265.869
17b.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-3253.36,646.28
1d.sql,RL Optimizer,9,1-3-4-2-0-,-442.268,87.798
13a.sql,RL Optimizer,27,0-5-1-6-3-8-4-7-2-,-4719.87,782.449
25c.sql,RL Optimizer,30,3-6-0-8-7-4-1-5-2-,-15101.3,2178.84
6b.sql,RL Optimizer,12,4-2-1-0-3-,-1723.36,287.31
2a.sql,RL Optimizer,13,1-3-4-2-0-,-1546.28,258.967
13d.sql,RL Optimizer,32,2-7-5-1-0-6-3-8-4-,-7587.76,1266.43
14b.sql,RL Optimizer,23,2-6-7-3-4-0-5-1-,-10574.5,1174.99
29b.sql,RL Optimizer,99,9-12-16-11-5-14-13-7-0-8-4-15-10-6-1-2-3-,-950.075,950.075
33a.sql,RL Optimizer,99,4-12-11-6-9-13-5-2-10-3-8-1-7-0-,-316.42,316.42
23c.sql,RL Optimizer,99,4-8-9-10-7-3-5-6-0-2-1-,-609.892,609.892
19c.sql,RL Optimizer,99,7-2-9-6-1-4-5-3-8-0-,-2456.27,1236.94
28a.sql,RL Optimizer,99,7-12-0-13-1-10-11-5-2-6-8-9-3-4-,-1355.6,1355.6
23b.sql,RL Optimizer,99,5-9-8-10-7-3-6-4-2-0-1-,-517.716,517.716
33c.sql,RL Optimizer,99,6-11-12-13-10-3-9-2-7-5-0-4-8-1-,-317.986,317.986
28c.sql,RL Optimizer,99,7-12-13-0-10-11-2-8-6-5-1-9-3-4-,-1345.83,1345.83
19b.sql,RL Optimizer,99,7-2-0-6-1-8-9-4-5-3-,-1033.34,1033.34
29c.sql,RL Optimizer,99,9-12-5-16-1-13-0-14-8-3-4-2-15-11-7-10-6-,-1419.91,1419.91
27a.sql,RL Optimizer,99,5-9-8-11-10-7-6-0-3-1-2-4-,-680.593,680.593
33b.sql,RL Optimizer,99,4-12-11-13-6-8-9-5-2-1-10-3-7-0-,-289.439,289.439
28b.sql,RL Optimizer,99,7-12-13-0-10-5-1-9-2-3-4-8-11-6-,-743.567,743.567
9a.sql,RL Optimizer,99,5-2-4-6-3-0-1-7-,-872.235,872.235
27b.sql,RL Optimizer,99,5-9-8-0-11-2-7-4-10-6-3-1-,-628.359,628.359
29a.sql,RL Optimizer,99,9-12-16-11-5-14-7-8-0-4-13-15-10-6-1-2-3-,-1116.79,1116.79
30c.sql,RL Optimizer,57,6-9-3-11-10-0-8-5-1-7-2-4-,-14987.5,2137.56
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6592.39,1313.42
22b.sql,RL Optimizer,85,4-9-10-8-3-7-2-5-6-0-1-,-8038.1,893.661
24b.sql,RL Optimizer,92,5-8-11-2-1-7-10-4-0-6-3-9-,-9733.44,1220.06
6d.sql,RL Optimizer,21,3-0-2-1-4-,-4612.02,417.521
17d.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2700.03,540.4
13b.sql,RL Optimizer,46,4-8-5-1-0-6-3-7-2-,-2563.05,232.43
17e.sql,RL Optimizer,18,2-4-0-3-1-6-5-,-9583.98,1914.63
5a.sql,RL Optimizer,10,0-2-4-3-1-,-615.211,122.429
15d.sql,RL Optimizer,33,3-6-7-8-0-4-5-2-1-,-3637.78,451.154
16a.sql,RL Optimizer,31,7-5-3-1-0-4-2-6-,-4623.59,513.648
11c.sql,RL Optimizer,28,2-5-6-7-3-4-1-0-,-1391.74,280.214
10a.sql,RL Optimizer,34,2-4-1-0-3-5-6-,-5841.96,837.777
11a.sql,RL Optimizer,31,3-6-4-0-7-1-5-2-,-1393.79,139.543
5c.sql,RL Optimizer,12,0-2-3-1-4-,-7519.73,1248.7
8a.sql,RL Optimizer,26,5-1-4-3-0-6-2-,-3938.48,561.248
12a.sql,RL Optimizer,28,3-6-4-1-0-5-2-7-,-4931.81,546.96
14c.sql,RL Optimizer,21,2-6-7-5-1-3-4-0-,-7416.42,1237.88
19a.sql,RL Optimizer,81,7-2-1-5-3-9-6-0-4-8-,-7124,1188.68
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3921.33,790.069
4b.sql,RL Optimizer,11,0-2-4-3-1-,-399.466,78.415
3a.sql,RL Optimizer,8,0-2-3-1-,-4528.75,902.371
1b.sql,RL Optimizer,9,1-3-4-2-0-,-449.136,88.782
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4421.36,896.203
15b.sql,RL Optimizer,53,1-5-7-8-4-0-2-6-3-,-3607.82,451.496
26b.sql,RL Optimizer,48,6-9-8-0-5-1-4-10-3-2-11-7-,-3762.94,630.602
17f.sql,RL Optimizer,19,2-4-0-5-3-1-6-,-6071.42,1006.89
27c.sql,RL Optimizer,63,5-9-10-11-8-6-0-1-2-7-4-3-,-5149.26,1028.22
6c.sql,RL Optimizer,16,1-2-0-3-4-,-2021.12,252.972
32a.sql,RL Optimizer,18,5-3-2-0-1-4-,-1810.38,258.741
11d.sql,RL Optimizer,24,2-5-6-7-3-4-1-0-,-1465.55,293.021
19d.sql,RL Optimizer,53,7-2-9-6-4-5-3-1-8-0-,-13724.2,2281.24
4c.sql,RL Optimizer,11,1-3-2-0-4-,-1055.99,176.061
26a.sql,RL Optimizer,72,6-9-0-1-4-3-8-5-11-7-10-2-,-6920.39,995.384
10c.sql,RL Optimizer,27,0-1-5-4-6-2-3-,-7443.09,929.902
5b.sql,RL Optimizer,15,0-2-3-1-4-,-883.789,98.521
9b.sql,RL Optimizer,22,5-0-2-1-7-6-4-3-,-3446.67,692.829
10b.sql,RL Optimizer,36,2-4-1-5-3-0-6-,-6417.1,803.811
6a.sql,RL Optimizer,13,1-2-0-3-4-,-1732.37,286.617
30a.sql,RL Optimizer,74,6-9-3-11-10-0-1-8-2-5-7-4-,-8710.81,1462.75
31a.sql,RL Optimizer,46,1-5-10-8-4-0-9-7-3-6-2-,-14849.5,1483.95
8b.sql,RL Optimizer,38,4-0-1-5-6-3-2-,-4694.81,473.14
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1301.97,261.183
15a.sql,RL Optimizer,50,3-6-7-8-0-5-2-1-4-,-3798.35,541.978
15c.sql,RL Optimizer,93,6-7-8-5-2-1-0-4-3-,-4840.34,615.211
2c.sql,RL Optimizer,15,0-2-3-1-4-,-1142.96,189.455
21a.sql,RL Optimizer,25,2-6-7-8-3-5-4-0-1-,-5802.84,967.168
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5280.97,877.728
13c.sql,RL Optimizer,78,8-5-1-6-0-3-7-4-2-,-906.468,183.438
31b.sql,RL Optimizer,57,4-8-10-7-0-9-3-6-5-2-1-,-7187.17,1437.93
20c.sql,RL Optimizer,43,5-7-0-1-4-3-9-6-2-8-,-4847.28,970.121
7b.sql,RL Optimizer,76,6-1-2-7-4-5-0-3-,-2011.06,285.904
21c.sql,RL Optimizer,33,2-6-7-8-5-3-4-1-0-,-5124.04,1028
7c.sql,RL Optimizer,42,5-1-4-3-7-0-6-2-,-6235.98,1038.96
25b.sql,RL Optimizer,23,3-6-8-4-1-5-2-0-7-,-7057.85,1170.88
9d.sql,RL Optimizer,31,5-2-7-4-3-6-1-0-,-8934.35,1117.63
14a.sql,RL Optimizer,29,2-6-7-3-4-0-5-1-,-9663.48,1212.73
25a.sql,RL Optimizer,27,3-6-0-7-8-4-1-5-2-,-7733.04,1286.42
12c.sql,RL Optimizer,20,3-6-5-7-2-4-1-0-,-4793.47,800.082
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3636.21,723.761
20a.sql,RL Optimizer,98,3-4-7-9-5-6-8-0-1-2-,-4377.93,726.209
6e.sql,RL Optimizer,16,1-2-0-3-4-,-2336.75,331.621
3c.sql,RL Optimizer,9,0-2-1-3-,-7185.35,1195
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-19724.5,3288.09
11b.sql,RL Optimizer,43,3-6-4-0-5-2-1-7-,-884.172,88.272
21b.sql,RL Optimizer,56,2-6-5-8-7-3-4-0-1-,-4997.41,553.63
24a.sql,RL Optimizer,98,5-8-2-10-1-11-0-9-7-4-6-3-,-8792.33,1241.53
1a.sql,RL Optimizer,9,1-3-4-2-0-,-661.806,133.096
23a.sql,RL Optimizer,96,4-8-0-9-7-5-3-2-1-10-6-,-4346.93,625.306
22a.sql,RL Optimizer,45,4-9-10-8-3-7-2-5-6-0-1-,-7330.48,918.814
26c.sql,RL Optimizer,97,6-9-0-4-3-11-7-1-10-2-8-5-,-5984.2,999.292
17c.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2386.29,478.439
30b.sql,RL Optimizer,71,6-9-11-8-7-5-4-3-10-0-2-1-,-16668.6,1390.32
3b.sql,RL Optimizer,8,0-2-3-1-,-2532.82,508.079
18b.sql,RL Optimizer,22,5-0-6-3-1-4-2-,-7670.23,1296.02
1c.sql,RL Optimizer,9,1-3-4-2-0-,-443.726,87.672
31c.sql,RL Optimizer,42,1-5-10-8-4-0-6-2-9-7-3-,-13478.8,2247.82
7a.sql,RL Optimizer,44,2-6-5-1-4-3-7-0-,-2127.25,355.512
4a.sql,RL Optimizer,12,1-3-2-0-4-,-785.055,131.107
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-15685.2,2605.68
18c.sql,RL Optimizer,27,5-0-3-1-4-2-6-,-12491.4,2082.89
20b.sql,RL Optimizer,73,8-4-7-9-5-0-1-3-6-2-,-3399.25,565.793
22c.sql,RL Optimizer,51,4-9-10-7-5-2-8-3-6-1-0-,-6861.21,1370.81
22d.sql,RL Optimizer,67,4-9-10-7-2-5-6-1-0-8-3-,-17899.3,1377.01
2b.sql,RL Optimizer,11,1-3-4-2-0-,-1466.08,293.261
8d.sql,RL Optimizer,19,5-1-6-4-3-2-0-,-4735.73,792.704
32b.sql,RL Optimizer,27,5-3-2-0-1-4-,-2622.08,263.594
9c.sql,RL Optimizer,33,5-0-2-1-6-4-3-7-,-7416.84,933.038
12b.sql,RL Optimizer,24,2-5-7-4-0-1-6-3-,-2411.49,268.053
17b.sql,RL Optimizer,17,5-0-4-2-3-6-1-,-3243.59,640.367
1d.sql,RL Optimizer,9,1-3-4-2-0-,-443.985,88.354
13a.sql,RL Optimizer,28,0-5-1-6-3-7-2-8-4-,-4682.62,778.524
25c.sql,RL Optimizer,30,3-6-0-7-8-4-5-1-2-,-12864.7,2147.99
6b.sql,RL Optimizer,11,4-2-1-0-3-,-1705.62,283.556
2a.sql,RL Optimizer,13,1-3-4-2-0-,-1536.36,256.477
13d.sql,RL Optimizer,32,2-7-5-1-0-6-3-8-4-,-7582.4,1272.72
14b.sql,RL Optimizer,24,2-6-7-4-0-3-5-1-,-8237.75,1178.94
30c.sql,RL Optimizer,50,6-9-3-11-10-0-8-5-2-1-7-4-,-12801.9,2135.61
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6579.46,1317.05
22b.sql,RL Optimizer,70,4-9-10-6-5-0-1-7-2-8-3-,-5366.37,896.765
24b.sql,RL Optimizer,97,5-8-11-2-1-0-9-7-10-6-3-4-,-7329.91,1227.11
6d.sql,RL Optimizer,11,3-0-2-1-4-,-2444.35,404.802
17d.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2703.38,539.438
13b.sql,RL Optimizer,52,4-8-5-0-6-1-3-7-2-,-1650.51,236.129
17e.sql,RL Optimizer,19,2-4-0-3-1-5-6-,-11430.8,1903.28
5a.sql,RL Optimizer,14,0-2-3-1-4-,-723.115,119.099
15d.sql,RL Optimizer,28,3-6-7-8-4-0-5-2-1-,-2603.87,440.579
16a.sql,RL Optimizer,35,7-5-3-1-4-0-2-6-,-3960.69,501.086
11c.sql,RL Optimizer,29,2-5-6-7-3-4-1-0-,-1299.55,270.13
10a.sql,RL Optimizer,33,2-4-1-0-3-5-6-,-8137.59,813.516
11a.sql,RL Optimizer,31,3-6-4-0-1-7-5-2-,-1534.67,139.602
5c.sql,RL Optimizer,12,0-2-3-1-4-,-7448.33,1240.82
8a.sql,RL Optimizer,41,4-1-0-3-2-5-6-,-6688.41,571.812
12a.sql,RL Optimizer,34,3-6-4-1-5-0-7-2-,-2739.62,550.437
14c.sql,RL Optimizer,21,2-6-7-5-1-3-4-0-,-7441.27,1245
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3912.74,781.471
4b.sql,RL Optimizer,10,0-2-4-3-1-,-398.146,78.125
3a.sql,RL Optimizer,9,0-2-1-3-,-5430.57,899.906
1b.sql,RL Optimizer,9,1-3-4-2-0-,-451.482,89.09
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4477.1,921.099
15b.sql,RL Optimizer,35,3-6-7-8-4-0-5-2-1-,-3878.91,554.104
26b.sql,RL Optimizer,60,6-9-8-11-0-5-7-1-2-4-10-3-,-3188.87,639.279
19c.sql,RL Optimizer,45,7-0-2-9-6-4-1-8-5-3-,-7464.02,1245.52
17f.sql,RL Optimizer,16,2-4-0-5-3-6-1-,-5031.92,1005.73
27c.sql,RL Optimizer,79,5-9-10-11-6-8-7-3-0-2-1-4-,-10322.2,1033.44
6c.sql,RL Optimizer,10,1-2-0-4-3-,-1252.76,251.101
32a.sql,RL Optimizer,18,5-3-2-0-4-1-,-1553.31,258.044
11d.sql,RL Optimizer,23,2-5-6-7-4-3-1-0-,-1493.4,319.853
19d.sql,RL Optimizer,54,7-2-9-6-4-5-3-1-8-0-,-13765.6,2305.05
4c.sql,RL Optimizer,11,1-3-2-0-4-,-1059.49,174.833
26a.sql,RL Optimizer,77,6-9-0-1-4-3-8-11-10-2-5-7-,-5938.32,991.989
10c.sql,RL Optimizer,28,0-1-5-4-6-2-3-,-4655.26,934.919
5b.sql,RL Optimizer,10,0-2-4-3-1-,-492.33,98.373
9b.sql,RL Optimizer,50,5-0-2-1-7-4-6-3-,-5556.15,694.92
10b.sql,RL Optimizer,19,2-4-3-6-1-5-0-,-5617.36,805.28
6a.sql,RL Optimizer,15,1-2-0-4-3-,-2006,285.116
30a.sql,RL Optimizer,69,6-9-3-11-0-10-8-5-1-2-7-4-,-11631.4,1452.54
23b.sql,RL Optimizer,97,5-9-8-10-7-6-2-3-4-0-1-,-5674.94,515.875
31a.sql,RL Optimizer,38,1-5-10-8-4-0-9-7-6-2-3-,-8905.68,1480.92
8b.sql,RL Optimizer,28,2-3-6-1-0-4-5-,-3744.43,470.506
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1304.83,259.445
15a.sql,RL Optimizer,47,6-7-8-4-3-5-0-2-1-,-4361.97,542.665
15c.sql,RL Optimizer,86,6-0-7-5-2-1-4-3-8-,-6731.55,618.983
2c.sql,RL Optimizer,14,0-2-3-1-4-,-1145.7,191.854
21a.sql,RL Optimizer,27,2-6-7-8-3-5-4-1-0-,-5802.39,966.569
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5273.48,887.309
13c.sql,RL Optimizer,54,8-5-6-4-3-1-0-7-2-,-1269.64,181.639
31b.sql,RL Optimizer,48,4-8-10-6-0-2-9-7-5-3-1-,-7214.24,1447.92
20c.sql,RL Optimizer,42,5-7-0-1-4-3-8-9-2-6-,-4809.38,961.923
7b.sql,RL Optimizer,39,6-0-1-7-2-4-3-5-,-1991.91,285.117
21c.sql,RL Optimizer,35,2-6-7-8-3-5-4-0-1-,-7280.62,1042.53
7c.sql,RL Optimizer,40,5-1-4-3-0-6-7-2-,-5246.52,1052.32
25b.sql,RL Optimizer,27,3-6-8-0-5-4-1-7-2-,-8208.13,1172
9d.sql,RL Optimizer,30,5-2-7-4-3-1-6-0-,-6749.1,1122.06
14a.sql,RL Optimizer,19,2-6-7-5-1-4-3-0-,-6001.19,1202.97
25a.sql,RL Optimizer,32,3-6-0-7-8-4-5-2-1-,-7714.51,1280.21
12c.sql,RL Optimizer,35,6-5-3-7-2-4-0-1-,-4807.87,803.789
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3737.43,751.154
20a.sql,RL Optimizer,54,3-4-9-7-6-0-5-1-2-8-,-4424.23,740.848
6e.sql,RL Optimizer,21,1-2-0-4-3-,-3367.79,335.751
3c.sql,RL Optimizer,9,0-2-1-3-,-7182.98,1197.62
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-19753.7,3291.84
11b.sql,RL Optimizer,35,3-6-4-0-1-5-2-7-,-883.654,89.875
21b.sql,RL Optimizer,31,2-6-8-7-3-5-4-0-1-,-3895.95,559.92
19b.sql,RL Optimizer,68,7-2-1-6-4-9-8-0-5-3-,-5159.15,1034.82
24a.sql,RL Optimizer,96,5-8-2-9-1-0-10-11-7-6-3-4-,-19058.4,1281.21
1a.sql,RL Optimizer,9,1-3-4-2-0-,-659.239,130.029
23a.sql,RL Optimizer,56,6-10-8-9-5-7-4-3-2-0-1-,-3855.09,551.86
22a.sql,RL Optimizer,35,4-9-10-8-3-5-7-2-6-1-0-,-7273.46,904.592
26c.sql,RL Optimizer,98,6-9-0-4-3-11-1-7-10-2-8-5-,-7930.91,995.528
27a.sql,RL Optimizer,64,5-9-10-11-6-8-0-2-1-7-3-4-,-4018.86,667.749
17c.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2404.97,478.518
30b.sql,RL Optimizer,69,6-9-11-0-1-8-3-10-5-2-7-4-,-8411.33,1400.13
3b.sql,RL Optimizer,8,0-2-3-1-,-2533.18,506.167
18b.sql,RL Optimizer,17,2-4-6-3-0-5-1-,-7538.57,1256.7
1c.sql,RL Optimizer,9,1-3-4-2-0-,-446.322,88.24
31c.sql,RL Optimizer,48,1-5-8-4-10-0-9-7-6-2-3-,-13334.2,2215.91
7a.sql,RL Optimizer,38,2-6-5-1-7-4-0-3-,-2120.12,350.06
4a.sql,RL Optimizer,13,1-3-2-0-4-,-783.751,130.191
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-15680.8,2610.54
18c.sql,RL Optimizer,23,5-0-3-6-1-4-2-,-12499.8,2082.47
20b.sql,RL Optimizer,68,8-4-7-9-3-5-6-0-1-2-,-3340.22,555.573
9a.sql,RL Optimizer,29,5-0-2-1-7-4-3-6-,-5977.12,853.992
22c.sql,RL Optimizer,74,4-9-10-7-8-3-2-5-6-1-0-,-6795.15,1359.17
22d.sql,RL Optimizer,67,4-9-10-7-5-8-3-2-6-0-1-,-13700.7,1367.72
2b.sql,RL Optimizer,13,1-3-4-2-0-,-1754.94,291.934
8d.sql,RL Optimizer,19,5-1-6-4-3-2-0-,-4730.97,788.779
32b.sql,RL Optimizer,15,5-3-2-0-4-1-,-1311.36,261.615
9c.sql,RL Optimizer,53,5-2-7-6-4-1-0-3-,-4652.31,936.655
12b.sql,RL Optimizer,20,2-5-7-6-3-4-0-1-,-1589.43,265.42
17b.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-3306.05,643.133
1d.sql,RL Optimizer,9,1-3-4-2-0-,-444.272,88.641
13a.sql,RL Optimizer,28,0-5-1-6-3-7-2-8-4-,-4695.63,783.171
25c.sql,RL Optimizer,42,3-6-0-8-4-1-7-5-2-,-15064.2,2155.07
6b.sql,RL Optimizer,11,4-2-1-0-3-,-1709.91,284.236
2a.sql,RL Optimizer,13,1-3-2-0-4-,-1462.47,239.259
13d.sql,RL Optimizer,32,2-7-5-1-0-6-3-8-4-,-7588.82,1269.12
14b.sql,RL Optimizer,37,2-6-7-5-4-1-0-3-,-7054.82,1173.37
29b.sql,RL Optimizer,99,9-12-16-11-5-14-4-15-8-0-13-7-10-6-1-2-3-,-955.567,955.567
19a.sql,RL Optimizer,99,7-2-9-1-6-4-5-3-8-0-,-1195.21,1195.21
33a.sql,RL Optimizer,99,4-12-11-6-8-9-2-1-10-3-13-5-7-0-,-327.815,327.815
23c.sql,RL Optimizer,99,4-8-9-10-5-7-0-1-2-6-3-,-1266.21,633.389
28a.sql,RL Optimizer,99,7-12-0-13-1-2-10-11-9-5-3-4-6-8-,-1366.71,1366.71
33c.sql,RL Optimizer,99,6-11-12-13-10-3-5-4-9-8-7-0-1-2-,-317.072,317.072
28c.sql,RL Optimizer,99,7-12-13-0-11-6-10-1-2-5-8-9-3-4-,-1337,1337
29c.sql,RL Optimizer,99,9-12-5-16-1-3-13-15-2-0-4-14-8-11-7-10-6-,-1385.13,1385.13
33b.sql,RL Optimizer,99,4-12-11-13-6-5-9-2-10-8-1-3-7-0-,-292.783,292.783
28b.sql,RL Optimizer,99,7-12-13-0-8-10-2-5-1-11-6-9-3-4-,-749.374,749.374
27b.sql,RL Optimizer,99,5-9-11-8-7-4-3-0-1-2-10-6-,-3751.35,625.055
29a.sql,RL Optimizer,99,9-12-16-10-11-5-14-4-6-0-15-8-13-7-1-2-3-,-1129.76,1129.76
30c.sql,RL Optimizer,64,6-9-3-11-0-10-8-2-1-5-7-4-,-12765.5,2125.87
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6584.87,1316.44
6d.sql,RL Optimizer,18,3-0-2-1-4-,-4204.26,423.241
17d.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2703.82,537.937
13b.sql,RL Optimizer,27,4-8-5-0-1-6-3-7-2-,-1327.96,222.738
17e.sql,RL Optimizer,18,2-4-0-3-1-6-5-,-9602.48,1930.14
5a.sql,RL Optimizer,11,0-2-3-4-1-,-600.61,118.701
15d.sql,RL Optimizer,33,3-6-7-4-8-0-5-2-1-,-2732.75,451.074
16a.sql,RL Optimizer,25,7-5-3-1-0-6-4-2-,-3098.68,512.183
11c.sql,RL Optimizer,51,2-5-6-7-4-3-1-0-,-2228.72,279.245
10a.sql,RL Optimizer,37,2-4-1-5-0-3-6-,-7501.83,853.31
11a.sql,RL Optimizer,27,3-6-4-0-7-1-5-2-,-835.49,140.342
5c.sql,RL Optimizer,11,0-2-3-1-4-,-7460.37,1240.29
8a.sql,RL Optimizer,50,4-1-3-2-0-6-5-,-5105.24,590.833
12a.sql,RL Optimizer,28,3-6-4-1-0-5-2-7-,-5468.83,546.489
14c.sql,RL Optimizer,32,2-6-4-7-3-0-5-1-,-8765.75,1260.22
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3913.62,785.418
4b.sql,RL Optimizer,11,0-2-4-3-1-,-399.194,78.694
3a.sql,RL Optimizer,8,0-2-3-1-,-4542.68,909.901
1b.sql,RL Optimizer,9,1-3-4-2-0-,-451.893,90.682
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4444.41,892.781
15b.sql,RL Optimizer,83,1-5-7-8-0-4-2-6-3-,-5416.49,456.109
26b.sql,RL Optimizer,52,6-9-8-0-5-1-4-10-3-2-11-7-,-3779.93,632.226
19c.sql,RL Optimizer,71,7-2-9-1-6-5-4-0-3-8-,-9870.18,1231.99
17f.sql,RL Optimizer,16,2-4-0-5-3-6-1-,-5041.28,1011.35
27c.sql,RL Optimizer,43,5-9-11-10-6-8-7-3-4-0-1-2-,-10393.2,1040.14
6c.sql,RL Optimizer,11,1-2-0-3-4-,-1498.16,250.142
32a.sql,RL Optimizer,18,5-3-2-0-1-4-,-1844.16,260.242
11d.sql,RL Optimizer,24,2-5-6-7-3-4-1-0-,-1772.27,295.848
19d.sql,RL Optimizer,53,7-2-9-6-4-5-3-8-1-0-,-13810.2,2311.85
4c.sql,RL Optimizer,11,1-3-2-0-4-,-1055.83,178.518
26a.sql,RL Optimizer,56,6-9-0-1-4-3-8-5-10-2-11-7-,-5990.65,1000.55
10c.sql,RL Optimizer,37,0-1-4-3-5-2-6-,-5575.62,932.733
5b.sql,RL Optimizer,14,0-2-3-1-4-,-590.131,96.829
9b.sql,RL Optimizer,77,5-0-2-6-1-7-4-3-,-6954.16,695.702
10b.sql,RL Optimizer,38,2-4-1-0-3-5-6-,-4818.49,805.355
6a.sql,RL Optimizer,16,1-2-0-3-4-,-2702.31,300.58
23b.sql,RL Optimizer,79,5-9-8-10-6-4-7-2-0-1-3-,-3155.85,528.057
31a.sql,RL Optimizer,47,1-5-8-4-10-0-7-6-2-3-9-,-8757.37,1463.18
8b.sql,RL Optimizer,88,4-0-1-5-3-6-2-,-4683.12,470.368
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1395.1,278.493
15a.sql,RL Optimizer,95,2-5-7-6-0-4-8-3-1-,-4359.54,545.38
2c.sql,RL Optimizer,11,0-2-3-4-1-,-950.621,190.188
