Query,Optimizer,Loop,JoinOrder,PreparationTime,ExecutionTime,TotalTime
11d.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.732,454.391,458.141
8b.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.479,1086.98,1091.47
26a.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.709,1261.71,1266.44
23b.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.702,50548.9,50553.6
15b.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.388,50552.6,50557
12a.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.733,56574.1,56577.8
22a.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,4.648,57207.9,57212.6
19a.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.671,58245.8,58250.5
21a.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.467,57226.9,57231.3
26c.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.6,1146.57,1151.19
7b.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.321,688.805,694.143
14c.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,3.795,58487.3,58491.1
9b.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.625,1452.07,1456.72
19c.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.508,58606.5,58611
7c.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.502,32720.7,32726.2
4a.sql,DuckDB,NULL,4--3---2---1---0--,0.825,496.323,497.165
6e.sql,DuckDB,NULL,4--2---1---3--0---,0.812,572.905,573.735
12c.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.798,57212.9,57216.7
27c.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.457,57308.6,57314
26b.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.606,1036.29,1040.91
33a.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,5.907,418.023,423.948
24a.sql,DuckDB,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,4.681,58594.8,58599.5
33c.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,6.097,472.174,478.289
21b.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.634,56599,56603.6
25c.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,3.916,65053.9,65057.9
3c.sql,DuckDB,NULL,3--2---1---0--,2.834,59788.5,59791.4
15d.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.97,3529.98,3534.97
22c.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,6.421,60327.3,60333.8
28c.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,6.049,58829.9,58836
7a.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.439,1000.63,1006.09
11a.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,4.062,255.071,259.151
6a.sql,DuckDB,NULL,4--2---1---3--0---,0.816,460.689,461.522
6d.sql,DuckDB,NULL,4--2---1---3--0---,0.902,574.892,575.812
5c.sql,DuckDB,NULL,4--3---2---1---0--,0.814,58157.7,58158.5
18c.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.115,59565.5,59569.6
18b.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.259,58229.6,58233.9
1b.sql,DuckDB,NULL,4--3---2---1---0--,0.64,553.321,553.977
8c.sql,DuckDB,NULL,6--5--3--2---4--1------0--,3.696,5969.07,5972.79
29b.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.511,51576.5,51582
6b.sql,DuckDB,NULL,4--2---1---3--0---,0.827,404.954,405.801
30c.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.502,59466.4,59470.9
31c.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,4.839,59515.5,59520.4
13d.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,3.996,790.6,794.614
17d.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.15,1724.85,1729.02
25b.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,4.032,57861.8,57865.9
3a.sql,DuckDB,NULL,3--2---1---0--,0.584,57441.3,57441.9
16b.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.333,10338.3,10342.6
27b.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.64,56690,56695.7
17e.sql,DuckDB,NULL,6--4---3---2---1---5--0---,3.993,4483.17,4487.18
28a.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,5.903,58025.4,58031.3
31b.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,5.27,58490.3,58495.6
32a.sql,DuckDB,NULL,5--4--3----2---1---0--,1.224,494.108,495.35
15a.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.347,50753.4,50757.8
20c.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.175,1969.21,1974.4
6f.sql,DuckDB,NULL,4--2---1---3--0---,0.747,3441.15,3441.91
18a.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.457,62899.9,62904.4
10c.sql,DuckDB,NULL,6--4---3---2---5--1----0--,4.263,2505.58,2509.86
5b.sql,DuckDB,NULL,4--3---2---1---0--,1.038,56638.1,56639.1
31a.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,4.993,58479.3,58484.3
14a.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,3.821,57851.4,57855.2
32b.sql,DuckDB,NULL,5--4--3----2---1---0--,1.238,503.586,504.841
13c.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.238,345.565,349.82
24b.sql,DuckDB,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,4.693,58165.6,58170.3
21c.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.641,57267.4,57272.1
8a.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.104,1252.48,1256.6
20a.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.177,1276.99,1282.18
2c.sql,DuckDB,NULL,4--3---2---1---0--,0.628,1592.73,1593.38
13b.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.103,430.402,434.522
10a.sql,DuckDB,NULL,6--4---3---2---5--1----0--,4.176,1672.24,1676.44
11c.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.961,277.061,281.041
27a.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.462,56706.5,56711.9
10b.sql,DuckDB,NULL,6--4---3---2---5--1----0--,4.085,1602.36,1606.46
4b.sql,DuckDB,NULL,4--3---2---1---0--,0.812,195.147,195.978
22b.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,4.728,57310.6,57315.4
1d.sql,DuckDB,NULL,4--3---2---1---0--,0.652,653.207,653.878
4c.sql,DuckDB,NULL,4--3---2---1---0--,0.769,744.878,745.664
16a.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.417,5031.27,5035.71
9a.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.65,1763.78,1768.45
28b.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,6.026,56886.6,56892.6
17a.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.165,2037.27,2041.46
5a.sql,DuckDB,NULL,4--3---2---1---0--,0.885,57337.1,57338
2b.sql,DuckDB,NULL,4--3---2---1---0--,0.625,1593.79,1594.43
12b.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.908,56363.2,56367.2
33b.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,5.847,349.215,355.08
15c.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.234,59331.9,59336.2
8d.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.827,4889.63,4894.47
17f.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.416,3010.31,3014.74
22d.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,5.062,59393.1,59398.2
1a.sql,DuckDB,NULL,4--3---2---1---0--,0.983,661.721,662.721
9d.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.16,3420.61,3424.79
19b.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,5.035,58047.6,58052.6
29c.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.62,58237.5,58243.1
23a.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.664,56722.2,56726.9
9c.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.447,2028.67,2033.14
2d.sql,DuckDB,NULL,4--3---2---1---0--,0.729,1642.24,1642.98
11b.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,4.232,229.919,234.167
23c.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.832,57027.2,57032.1
16d.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.446,5770.24,5774.71
2a.sql,DuckDB,NULL,4--3---2---1---0--,0.741,1595.02,1595.78
14b.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,4.243,57404,57408.3
19d.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.128,7568.66,7572.81
16c.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.441,5882.73,5887.18
13a.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.052,56632.6,56636.6
25a.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,3.999,61180.2,61184.2
17c.sql,DuckDB,NULL,6--4---3---2---1---5--0---,6.371,1852.63,1859.02
3b.sql,DuckDB,NULL,3--2---1---0--,0.62,58972.9,58973.6
17b.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.127,1654.41,1658.55
20b.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.091,669.407,674.516
6c.sql,DuckDB,NULL,4--2---1---3--0---,0.779,391.727,392.524
1c.sql,DuckDB,NULL,4--3---2---1---0--,0.744,237.997,238.759
30a.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.439,59381,59385.4
29a.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.605,58000.2,58005.8
30b.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.887,57961.7,57966.6
11d.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.689,448.917,452.623
8b.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.498,1087.11,1091.62
26a.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.691,1269.08,1273.79
23b.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.663,50320,50324.7
15b.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.333,50367.9,50372.3
12a.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.735,56307.5,56311.2
22a.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,4.63,57032.6,57037.3
19a.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.692,58018.9,58023.6
21a.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.458,57014.4,57018.9
26c.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.588,1134.06,1138.67
7b.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.277,679.822,685.115
14c.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,3.786,58115,58118.8
9b.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.544,1447.2,1451.77
19c.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.516,58352.3,58356.8
7c.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.432,32553.5,32559
4a.sql,DuckDB,NULL,4--3---2---1---0--,0.807,496.269,497.093
6e.sql,DuckDB,NULL,4--2---1---3--0---,0.804,574.363,575.184
12c.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.798,56906.3,56910.1
27c.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.47,57055.1,57060.5
26b.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.592,1040.48,1045.09
33a.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,5.749,415.119,420.886
24a.sql,DuckDB,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,4.658,58392.2,58396.9
33c.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,6.08,467.817,473.916
21b.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.555,56356.9,56361.5
25c.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,3.962,64781.8,64785.8
3c.sql,DuckDB,NULL,3--2---1---0--,2.712,59564.6,59567.4
15d.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.937,3523.49,3528.45
22c.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,6.318,59941.3,59947.6
28c.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,5.951,58506.8,58512.7
7a.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.357,988.989,994.362
11a.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,4.013,251.97,255.999
6a.sql,DuckDB,NULL,4--2---1---3--0---,0.814,461.268,462.099
6d.sql,DuckDB,NULL,4--2---1---3--0---,0.836,573.154,574.008
5c.sql,DuckDB,NULL,4--3---2---1---0--,0.803,57899.3,57900.2
18c.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.077,59331.7,59335.8
18b.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.191,58005,58009.2
1b.sql,DuckDB,NULL,4--3---2---1---0--,0.64,553.344,553.999
8c.sql,DuckDB,NULL,6--5--3--2---4--1------0--,3.693,5921.52,5925.23
29b.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.515,51375.1,51380.6
6b.sql,DuckDB,NULL,4--2---1---3--0---,0.805,402.266,403.09
30c.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.541,59236.8,59241.3
31c.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,4.72,59284.9,59289.7
13d.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,3.952,782.711,786.68
17d.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.128,1694.26,1698.41
25b.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,4.063,57649.1,57653.2
3a.sql,DuckDB,NULL,3--2---1---0--,0.576,57186.7,57187.3
16b.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.262,10274.9,10279.2
27b.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.532,56449.9,56455.4
17e.sql,DuckDB,NULL,6--4---3---2---1---5--0---,3.897,4441.36,4445.27
28a.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,5.823,57834.7,57840.5
31b.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,5.136,58189.6,58194.8
32a.sql,DuckDB,NULL,5--4--3----2---1---0--,1.196,489.737,490.95
15a.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.38,50505,50509.4
20c.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.151,1951.04,1956.21
6f.sql,DuckDB,NULL,4--2---1---3--0---,0.745,3407.17,3407.94
18a.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.426,62680.9,62685.3
10c.sql,DuckDB,NULL,6--4---3---2---5--1----0--,4.264,2488.91,2493.2
5b.sql,DuckDB,NULL,4--3---2---1---0--,1.021,56400.8,56401.8
31a.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,4.89,58240.5,58245.4
14a.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,3.851,57700.7,57704.5
32b.sql,DuckDB,NULL,5--4--3----2---1---0--,1.201,499.289,500.507
13c.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.212,342.866,347.095
24b.sql,DuckDB,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,4.714,57928.7,57933.5
21c.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.57,57021.7,57026.2
8a.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.052,1249.31,1253.38
20a.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.074,1233.2,1238.29
2c.sql,DuckDB,NULL,4--3---2---1---0--,0.552,1573.55,1574.12
13b.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.094,415.821,419.932
10a.sql,DuckDB,NULL,6--4---3---2---5--1----0--,4.152,1654.12,1658.29
11c.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.949,274.454,278.419
27a.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.718,56431.4,56437.1
10b.sql,DuckDB,NULL,6--4---3---2---5--1----0--,3.988,1585.83,1589.83
4b.sql,DuckDB,NULL,4--3---2---1---0--,0.799,195.222,196.038
22b.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,4.641,57008.5,57013.2
1d.sql,DuckDB,NULL,4--3---2---1---0--,0.647,647.275,647.938
4c.sql,DuckDB,NULL,4--3---2---1---0--,0.753,742.338,743.108
16a.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.365,5008.4,5012.78
9a.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.609,1747.33,1751.95
28b.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,5.916,56642.7,56648.7
17a.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.15,2021.47,2025.63
5a.sql,DuckDB,NULL,4--3---2---1---0--,0.876,57090.4,57091.3
2b.sql,DuckDB,NULL,4--3---2---1---0--,0.608,1576.83,1577.45
12b.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.903,56135.1,56139
33b.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,5.773,346.49,352.281
15c.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.16,59070.4,59074.6
8d.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.775,4825.36,4830.15
17f.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.827,2994.19,2999.03
22d.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,4.932,59067.8,59072.7
1a.sql,DuckDB,NULL,4--3---2---1---0--,0.99,666.66,667.666
9d.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.238,3435.61,3439.86
19b.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,5.079,58164,58169.1
29c.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.583,58315.4,58321
23a.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.687,56827.8,56832.5
9c.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.797,2033.85,2038.67
2d.sql,DuckDB,NULL,4--3---2---1---0--,0.72,1660.6,1661.33
11b.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,4.28,232.878,237.175
23c.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.859,57140,57144.8
16d.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.602,5784.32,5788.94
2a.sql,DuckDB,NULL,4--3---2---1---0--,0.749,1612.76,1613.53
14b.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,4.312,57525,57529.3
19d.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.239,7639.79,7644.04
16c.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.444,5878.82,5883.28
13a.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.086,56637.2,56641.3
25a.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,4.014,61286.9,61290.9
17c.sql,DuckDB,NULL,6--4---3---2---1---5--0---,6.584,1852.81,1859.41
3b.sql,DuckDB,NULL,3--2---1---0--,0.634,58727.4,58728.1
17b.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.157,1666.67,1670.84
20b.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.215,670.569,675.803
6c.sql,DuckDB,NULL,4--2---1---3--0---,0.772,393.191,393.982
1c.sql,DuckDB,NULL,4--3---2---1---0--,0.747,238.387,239.149
30a.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.461,59449.1,59453.5
29a.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.56,58149.8,58155.3
30b.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.88,58101.2,58106.1
11d.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.697,452.389,456.103
8b.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.515,1086.8,1091.33
26a.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.724,1263.03,1267.78
23b.sql,DuckDB,NULL,8--4---9--5---7--2---3---10--6---1--0------,4.769,50451.8,50456.6
15b.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.366,50465.4,50469.8
12a.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.773,56438.6,56442.4
22a.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,4.67,57127.1,57131.8
19a.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.727,58160.3,58165
21a.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.545,57104,57108.5
26c.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.653,1137.16,1141.83
7b.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.375,683.783,689.176
14c.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,3.794,58354,58357.8
9b.sql,DuckDB,NULL,7--4---3---6--2----1---5--0---,4.647,1449.42,1454.09
19c.sql,DuckDB,NULL,2--1---8---7--0----9--6---5---4---3---,4.537,58496,58500.5
7c.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.531,32620,32625.5
4a.sql,DuckDB,NULL,4--3---2---1---0--,0.813,498.469,499.299
6e.sql,DuckDB,NULL,4--2---1---3--0---,0.818,574.729,575.565
12c.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,3.821,57046,57049.8
27c.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.489,57164.8,57170.3
26b.sql,DuckDB,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,4.625,1044.88,1049.52
33a.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,5.942,416.931,422.889
24a.sql,DuckDB,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,4.663,58470.5,58475.1
33c.sql,DuckDB,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,6.083,470.263,476.364
21b.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.616,56450,56454.6
25c.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,3.959,64879.4,64883.4
3c.sql,DuckDB,NULL,3--2---1---0--,2.717,59684.9,59687.7
15d.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.916,3513.7,3518.64
22c.sql,DuckDB,NULL,7--2---9--4---6--0---1---10--5---8--3------,6.385,60143.9,60150.3
28c.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,6.041,58644.2,58650.2
7a.sql,DuckDB,NULL,7--4---3---1---6--0---2---5---,5.474,994.941,1000.43
11a.sql,DuckDB,NULL,5--2---4--0---1---7--6---3----,4.11,253.954,258.082
6a.sql,DuckDB,NULL,4--2---1---3--0---,0.809,458.863,459.692
6d.sql,DuckDB,NULL,4--2---1---3--0---,0.835,575.577,576.431
5c.sql,DuckDB,NULL,4--3---2---1---0--,0.823,57994.4,57995.3
18c.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.151,59458.7,59462.9
18b.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.216,58092.9,58097.1
1b.sql,DuckDB,NULL,4--3---2---1---0--,0.632,554.164,554.812
8c.sql,DuckDB,NULL,6--5--3--2---4--1------0--,3.702,5949.5,5953.22
29b.sql,DuckDB,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,5.561,51478.5,51484.1
6b.sql,DuckDB,NULL,4--2---1---3--0---,0.835,407.146,408
30c.sql,DuckDB,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,4.54,59333.9,59338.5
31c.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,4.792,59377.9,59382.7
13d.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.009,786.129,790.154
17d.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.1,1733.85,1737.96
25b.sql,DuckDB,NULL,7--0---8--6---5---4---3---2---1---,4.089,57743.6,57747.7
3a.sql,DuckDB,NULL,3--2---1---0--,0.584,57306.4,57307
16b.sql,DuckDB,NULL,6--0---1---7--5---4---3---2---,4.354,10323.4,10327.7
27b.sql,DuckDB,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,5.628,56557.1,56562.8
17e.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.022,4518.84,4522.88
28a.sql,DuckDB,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,5.934,57885.6,57891.5
31b.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,5.203,58366,58371.2
32a.sql,DuckDB,NULL,5--4--3----2---1---0--,1.21,491.541,492.768
15a.sql,DuckDB,NULL,6--3---7--4---5--1---2---8--0-----,4.413,50657.2,50661.6
20c.sql,DuckDB,NULL,8--4---3---7--5---9--6---1--0---2-----,5.152,1961.23,1966.4
6f.sql,DuckDB,NULL,4--2---1---3--0---,0.752,3421.17,3421.94
18a.sql,DuckDB,NULL,6--4---3---2---1---5--0---,4.475,62802,62806.5
10c.sql,DuckDB,NULL,6--4---3---2---5--1----0--,4.284,2506.76,2511.07
5b.sql,DuckDB,NULL,4--3---2---1---0--,1.022,56548.8,56549.8
31a.sql,DuckDB,NULL,9--0---6--2---8--4---5--1---7--3---10------,4.84,58410.2,58415
14a.sql,DuckDB,NULL,4--0---7--6---5---3---2---1---,3.886,57760.4,57764.3
32b.sql,DuckDB,NULL,5--4--3----2---1---0--,1.248,501.009,502.273
13c.sql,DuckDB,NULL,6--3---5--0---1---8--7---4---2----,4.311,343.255,347.581
24b.sql,DuckDB,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,4.713,58115.9,58120.6
21c.sql,DuckDB,NULL,6--2---4--0---1---8--7---3-----5--,4.708,57151.3,57156
8a.sql,DuckDB,NULL,6--5--3--2---4--1------0--,4.064,1249.84,1253.92
