Group,Optimizer,Loop,JoinOrder,ExecutionTime
30c.sql,Reinforcement Learning,75,6-9-3-11-0-1-8-5-2-10-7-4-,2143.78
6f.sql,Reinforcement Learning,10,1-2-0-4-3-,1313.86
22b.sql,Reinforcement Learning,57,4-9-10-6-8-1-7-0-3-2-5-,885.508
6d.sql,Reinforcement Learning,13,3-0-2-4-1-,419.096
17d.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,536.838
13b.sql,Reinforcement Learning,47,4-8-5-1-6-3-0-7-2-,228.423
17e.sql,Reinforcement Learning,21,2-4-0-3-1-6-5-,1927.63
5a.sql,Reinforcement Learning,11,0-2-3-4-1-,121.317
15d.sql,Reinforcement Learning,60,6-7-3-8-4-0-5-2-1-,461.704
16a.sql,Reinforcement Learning,25,7-5-3-1-0-6-4-2-,533.345
11c.sql,Reinforcement Learning,28,2-5-6-7-3-4-0-1-,276.746
10a.sql,Reinforcement Learning,23,2-4-3-6-1-0-5-,841.843
11a.sql,Reinforcement Learning,36,3-6-4-0-7-1-5-2-,140.546
5c.sql,Reinforcement Learning,12,0-2-3-1-4-,1253.17
8a.sql,Reinforcement Learning,27,4-0-1-3-2-5-6-,554.397
12a.sql,Reinforcement Learning,32,3-6-4-1-5-0-2-7-,548.404
14c.sql,Reinforcement Learning,29,2-6-7-5-1-3-4-0-,1234.01
19a.sql,Reinforcement Learning,95,7-0-2-1-9-6-4-5-3-8-,1190.38
16c.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,779.552
4b.sql,Reinforcement Learning,10,0-2-4-3-1-,78.4
3a.sql,Reinforcement Learning,8,0-2-3-1-,903.907
1b.sql,Reinforcement Learning,9,1-3-4-2-0-,88.644
18a.sql,Reinforcement Learning,15,1-3-0-5-6-4-2-,888.271
15b.sql,Reinforcement Learning,67,1-5-7-8-4-0-6-3-2-,457.542
23c.sql,Reinforcement Learning,89,4-8-9-10-6-5-7-3-0-1-2-,608.855
26b.sql,Reinforcement Learning,59,6-9-8-0-5-1-4-10-3-2-11-7-,629.242
19c.sql,Reinforcement Learning,80,7-2-9-6-1-4-5-3-8-0-,1230.16
17f.sql,Reinforcement Learning,16,2-4-0-5-3-6-1-,1005.02
27c.sql,Reinforcement Learning,70,5-9-10-11-8-6-7-3-0-2-1-4-,1031.29
6c.sql,Reinforcement Learning,16,1-2-0-3-4-,251.829
32a.sql,Reinforcement Learning,16,5-3-2-0-1-4-,261.678
11d.sql,Reinforcement Learning,29,2-5-6-7-4-0-1-3-,295.566
19d.sql,Reinforcement Learning,58,7-2-9-6-4-5-3-1-8-0-,2308.59
4c.sql,Reinforcement Learning,11,1-3-2-0-4-,174.403
26a.sql,Reinforcement Learning,70,6-9-0-1-4-3-10-2-8-5-11-7-,982.383
10c.sql,Reinforcement Learning,48,0-1-4-3-5-6-2-,935.144
5b.sql,Reinforcement Learning,12,0-2-3-4-1-,107.214
9b.sql,Reinforcement Learning,26,5-0-2-1-6-7-4-3-,697.632
10b.sql,Reinforcement Learning,17,2-4-3-1-5-0-6-,800.118
6a.sql,Reinforcement Learning,10,1-2-0-4-3-,283.516
30a.sql,Reinforcement Learning,87,6-9-0-11-7-3-10-1-4-2-8-5-,1445.42
23b.sql,Reinforcement Learning,51,5-9-8-10-6-4-7-3-0-1-2-,516.69
31a.sql,Reinforcement Learning,41,1-5-8-4-10-0-7-9-3-6-2-,1471.15
8b.sql,Reinforcement Learning,29,4-0-1-5-3-2-6-,464.001
2d.sql,Reinforcement Learning,9,1-3-4-2-0-,278.679
15a.sql,Reinforcement Learning,33,3-6-7-8-0-4-5-2-1-,580.824
15c.sql,Reinforcement Learning,81,6-7-8-4-5-2-3-1-0-,626.86
2c.sql,Reinforcement Learning,10,0-2-4-3-1-,202.365
21a.sql,Reinforcement Learning,63,2-6-5-8-4-0-1-7-3-,973.964
17a.sql,Reinforcement Learning,17,2-4-0-5-3-1-6-,877.462
13c.sql,Reinforcement Learning,45,8-5-4-1-0-6-7-3-2-,179.091
31b.sql,Reinforcement Learning,50,4-8-10-7-6-2-3-0-9-5-1-,1442.86
20c.sql,Reinforcement Learning,46,5-7-0-1-4-3-8-2-9-6-,957.101
7b.sql,Reinforcement Learning,72,6-1-7-4-2-3-0-5-,287.363
21c.sql,Reinforcement Learning,45,2-6-7-8-5-3-4-0-1-,1019.86
7c.sql,Reinforcement Learning,37,5-1-4-3-7-0-6-2-,1044.44
25b.sql,Reinforcement Learning,29,3-6-8-4-1-0-7-5-2-,1169.07
9d.sql,Reinforcement Learning,28,5-2-7-4-3-1-6-0-,1124.93
14a.sql,Reinforcement Learning,24,2-6-7-5-4-0-1-3-,1202.9
25a.sql,Reinforcement Learning,34,3-6-0-7-8-4-5-2-1-,1286.08
12c.sql,Reinforcement Learning,27,3-6-5-7-2-4-0-1-,804.547
16d.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,751.792
20a.sql,Reinforcement Learning,60,3-4-9-7-6-5-0-1-8-2-,742.681
6e.sql,Reinforcement Learning,24,1-2-0-3-4-,335.417
3c.sql,Reinforcement Learning,9,0-2-1-3-,1202.96
8c.sql,Reinforcement Learning,18,5-1-6-4-3-2-0-,3282.71
11b.sql,Reinforcement Learning,44,3-6-4-0-1-5-2-7-,87.74
21b.sql,Reinforcement Learning,34,2-6-7-8-5-4-0-1-3-,557.233
1a.sql,Reinforcement Learning,9,1-3-4-2-0-,131.865
22a.sql,Reinforcement Learning,43,4-9-10-8-3-7-6-2-5-1-0-,917.398
26c.sql,Reinforcement Learning,95,6-9-0-4-3-11-2-7-10-1-8-5-,1001.74
17c.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,479.259
30b.sql,Reinforcement Learning,68,6-9-11-3-10-8-7-4-0-5-1-2-,1391.32
3b.sql,Reinforcement Learning,8,0-2-3-1-,505.332
18b.sql,Reinforcement Learning,19,2-4-6-3-0-1-5-,1259.51
1c.sql,Reinforcement Learning,9,1-3-4-2-0-,89.707
31c.sql,Reinforcement Learning,54,1-5-8-4-10-6-7-3-0-2-9-,2233.52
7a.sql,Reinforcement Learning,38,2-6-5-0-1-7-4-3-,354.839
4a.sql,Reinforcement Learning,9,1-3-4-2-0-,131.746
16b.sql,Reinforcement Learning,24,3-5-1-6-4-2-0-7-,2611.53
18c.sql,Reinforcement Learning,23,5-0-3-6-1-4-2-,2090
20b.sql,Reinforcement Learning,49,3-4-7-9-6-8-5-0-1-2-,558.994
9a.sql,Reinforcement Learning,32,5-0-2-1-4-3-7-6-,845.007
22c.sql,Reinforcement Learning,87,4-9-10-7-2-5-8-3-6-1-0-,1357.27
22d.sql,Reinforcement Learning,51,4-9-10-7-8-3-2-5-6-1-0-,1370.32
2b.sql,Reinforcement Learning,13,1-3-4-2-0-,293.147
8d.sql,Reinforcement Learning,19,5-1-6-4-3-2-0-,787.938
32b.sql,Reinforcement Learning,19,5-3-2-0-1-4-,263.16
9c.sql,Reinforcement Learning,45,5-0-2-1-6-4-3-7-,945.896
12b.sql,Reinforcement Learning,30,2-5-7-6-3-4-0-1-,264.968
17b.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,645.652
1d.sql,Reinforcement Learning,9,1-3-4-2-0-,88.642
13a.sql,Reinforcement Learning,28,0-5-1-6-3-7-2-8-4-,780.453
25c.sql,Reinforcement Learning,30,3-6-0-8-7-4-5-2-1-,2151.39
6b.sql,Reinforcement Learning,11,4-2-1-0-3-,285.78
2a.sql,Reinforcement Learning,11,1-3-4-2-0-,258.571
13d.sql,Reinforcement Learning,32,2-7-5-1-0-6-3-8-4-,1274.37
14b.sql,Reinforcement Learning,27,2-6-7-4-3-0-5-1-,1176.74
